time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3231, 55, 0
3, 3201, 85, 0
4, 2589, 697, 0
5, 1344, 1941, 1
6, 544, 2740, 2
7, 147, 3125, 14
8, 61, 3153, 72
9, 17, 2756, 513
10, 10, 1660, 1616
11, 3, 746, 2537
12, 2, 232, 3052
13, 1, 87, 3198
14, 0, 30, 3256
15, 0, 13, 3273
16, 0, 6, 3280
17, 0, 3, 3283
18, 0, 1, 3285
19, 0, 0, 3286
