time, s, i, r
0, 3285, 1, 0
1, 3279, 7, 0
2, 3058, 228, 0
3, 2545, 741, 0
4, 1282, 2004, 0
5, 495, 2790, 1
6, 171, 3108, 7
7, 48, 3098, 140
8, 18, 2777, 491
9, 9, 1637, 1640
10, 3, 707, 2576
11, 2, 238, 3046
12, 0, 79, 3207
13, 0, 29, 3257
14, 0, 13, 3273
15, 0, 6, 3280
16, 0, 2, 3284
17, 0, 0, 3286
