time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3282, 4, 0
3, 3248, 38, 0
4, 3176, 110, 0
5, 2737, 548, 1
6, 1442, 1843, 1
7, 617, 2665, 4
8, 267, 3009, 10
9, 85, 3156, 45
10, 41, 2807, 438
11, 12, 1791, 1483
12, 6, 867, 2413
13, 2, 339, 2945
14, 2, 126, 3158
15, 0, 58, 3228
16, 0, 23, 3263
17, 0, 8, 3278
18, 0, 5, 3281
19, 0, 2, 3284
20, 0, 0, 3286
