time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3271, 15, 0
3, 3269, 17, 0
4, 3167, 119, 0
5, 2039, 1246, 1
6, 722, 2561, 3
7, 379, 2901, 6
8, 79, 3192, 15
9, 22, 3156, 108
10, 7, 2275, 1004
11, 4, 1064, 2218
12, 0, 449, 2837
13, 0, 132, 3154
14, 0, 42, 3244
15, 0, 12, 3274
16, 0, 4, 3282
17, 0, 2, 3284
18, 0, 0, 3286
