time, s, i, r
0, 3285, 1, 0
1, 3271, 15, 0
2, 3251, 35, 0
3, 2918, 368, 0
4, 1694, 1592, 0
5, 739, 2546, 1
6, 297, 2987, 2
7, 80, 3190, 16
8, 28, 2996, 262
9, 12, 2042, 1232
10, 7, 1000, 2279
11, 2, 395, 2889
12, 2, 126, 3158
13, 0, 45, 3241
14, 0, 20, 3266
15, 0, 8, 3278
16, 0, 5, 3281
17, 0, 2, 3284
18, 0, 0, 3286
