time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3281, 5, 0
3, 3178, 108, 0
4, 2583, 703, 0
5, 1805, 1480, 1
6, 545, 2739, 2
7, 201, 3081, 4
8, 52, 3165, 69
9, 16, 2875, 395
10, 8, 2068, 1210
11, 2, 832, 2452
12, 2, 277, 3007
13, 0, 84, 3202
14, 0, 32, 3254
15, 0, 10, 3276
16, 0, 6, 3280
17, 0, 2, 3284
18, 0, 0, 3286
