time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3214, 72, 0
4, 2447, 839, 0
5, 1096, 2189, 1
6, 504, 2781, 1
7, 225, 3059, 2
8, 67, 3174, 45
9, 21, 2704, 561
10, 9, 1486, 1791
11, 5, 672, 2609
12, 2, 286, 2998
13, 2, 100, 3184
14, 0, 40, 3246
15, 0, 15, 3271
16, 0, 5, 3281
17, 0, 5, 3281
18, 0, 2, 3284
19, 0, 0, 3286
