time, s, i, r
0, 3285, 1, 0
1, 3191, 95, 0
2, 2726, 560, 0
3, 2190, 1096, 0
4, 939, 2347, 0
5, 256, 3029, 1
6, 91, 3120, 75
7, 18, 2932, 336
8, 9, 2482, 795
9, 3, 1269, 2014
10, 2, 419, 2865
11, 0, 127, 3159
12, 0, 39, 3247
13, 0, 11, 3275
14, 0, 6, 3280
15, 0, 3, 3283
16, 0, 0, 3286
