time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3283, 3, 0
3, 3270, 16, 0
4, 3238, 48, 0
5, 2898, 387, 1
6, 2331, 954, 1
7, 1233, 2050, 3
8, 333, 2945, 8
9, 100, 3168, 18
10, 26, 3025, 235
11, 11, 2665, 610
12, 5, 1514, 1767
13, 2, 543, 2741
14, 1, 159, 3126
15, 0, 47, 3239
16, 0, 17, 3269
17, 0, 7, 3279
18, 0, 4, 3282
19, 0, 1, 3285
20, 0, 0, 3286
