time, s, i, r
0, 3285, 1, 0
1, 3275, 11, 0
2, 3272, 14, 0
3, 2756, 530, 0
4, 1055, 2231, 0
5, 450, 2835, 1
6, 110, 3174, 2
7, 35, 3240, 11
8, 10, 2834, 442
9, 6, 1444, 1836
10, 2, 593, 2691
11, 0, 181, 3105
12, 0, 60, 3226
13, 0, 15, 3271
14, 0, 8, 3278
15, 0, 4, 3282
16, 0, 0, 3286
