time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3283, 3, 0
3, 3242, 44, 0
4, 3127, 159, 0
5, 2511, 774, 1
6, 1354, 1931, 1
7, 473, 2810, 3
8, 153, 3091, 42
9, 56, 3123, 107
10, 16, 2733, 537
11, 7, 1693, 1586
12, 3, 707, 2576
13, 2, 222, 3062
14, 0, 79, 3207
15, 0, 30, 3256
16, 0, 12, 3274
17, 0, 5, 3281
18, 0, 3, 3283
19, 0, 0, 3286
