time, s, i, r
0, 3285, 1, 0
1, 3222, 64, 0
2, 2472, 814, 0
3, 906, 2380, 0
4, 467, 2819, 0
5, 140, 3145, 1
6, 42, 3185, 59
7, 15, 2604, 667
8, 8, 1280, 1998
9, 3, 594, 2689
10, 2, 199, 3085
11, 1, 71, 3214
12, 0, 25, 3261
13, 0, 11, 3275
14, 0, 5, 3281
15, 0, 3, 3283
16, 0, 1, 3285
17, 0, 0, 3286
