time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3282, 4, 0
3, 3266, 20, 0
4, 3259, 27, 0
5, 3249, 36, 1
6, 2970, 314, 2
7, 1541, 1741, 4
8, 556, 2713, 17
9, 221, 3044, 21
10, 49, 3202, 35
11, 14, 3039, 233
12, 6, 1851, 1429
13, 1, 827, 2458
14, 1, 291, 2994
15, 0, 86, 3200
16, 0, 28, 3258
17, 0, 6, 3280
18, 0, 4, 3282
19, 0, 1, 3285
20, 0, 0, 3286
