time, s, i, r
0, 3285, 1, 0
1, 3237, 49, 0
2, 2285, 1001, 0
3, 975, 2311, 0
4, 358, 2928, 0
5, 99, 3186, 1
6, 32, 3206, 48
7, 11, 2459, 816
8, 5, 1314, 1967
9, 2, 499, 2785
10, 0, 168, 3118
11, 0, 49, 3237
12, 0, 17, 3269
13, 0, 7, 3279
14, 0, 3, 3283
15, 0, 0, 3286
