"effort","total_infected, edges_closed"
0,1278
0.01,1230
0.06,1401
0.11,1380
0.16,1419
0.21,1493
0.26,1565
0.31,1580
0.36,1616
0.41,1680
0.46,1733
0.51,1792
0.56,1833
0.61,1877
0.66,1869
0.71,1882
0.76,1786
0.81,1643
0.86,1327
0.91,666
0.96,360
