"effort","total_infected, edges_closed"
0,1262
0.01,1241
0.06,1420
0.11,1377
0.16,1454
0.21,1485
0.26,1526
0.31,1568
0.36,1613
0.41,1683
0.46,1707
0.51,1734
0.56,1735
0.61,1770
0.66,1785
0.71,1656
0.76,1560
0.81,1359
0.86,1000
0.91,418
0.96,243
