"effort","total_infected, edges_closed"
0,1242
0.01,1238
0.06,1412
0.11,1379
0.16,1438
0.21,1520
0.26,1549
0.31,1545
0.36,1644
0.41,1686
0.46,1722
0.51,1755
0.56,1786
0.61,1817
0.66,1839
0.71,1748
0.76,1643
0.81,1469
0.86,1076
0.91,456
0.96,230
