"effort","total_infected, edges_closed"
0,1260
0.01,1222
0.06,1371
0.11,1401
0.16,1419
0.21,1507
0.26,1534
0.31,1577
0.36,1602
0.41,1664
0.46,1731
0.51,1759
0.56,1788
0.61,1808
0.66,1812
0.71,1720
0.76,1605
0.81,1415
0.86,1024
0.91,431
0.96,206
