"effort","total_infected, edges_closed"
0,1269
0.01,1239
0.06,1393
0.11,1400
0.16,1444
0.21,1491
0.26,1531
0.31,1570
0.36,1651
0.41,1695
0.46,1733
0.51,1764
0.56,1802
0.61,1843
0.66,1848
0.71,1781
0.76,1695
0.81,1512
0.86,1211
0.91,533
0.96,281
