"effort","total_infected, edges_closed"
0,1257
0.01,1232
0.06,1388
0.11,1382
0.16,1401
0.21,1521
0.26,1540
0.31,1604
0.36,1623
0.41,1678
0.46,1768
0.51,1772
0.56,1776
0.61,1826
0.66,1842
0.71,1750
0.76,1671
0.81,1568
0.86,1146
0.91,433
0.96,243
