"effort","total_infected, edges_closed"
0,1261
0.01,1215
0.06,1420
0.11,1371
0.16,1467
0.21,1500
0.26,1531
0.31,1584
0.36,1611
0.41,1660
0.46,1718
0.51,1729
0.56,1757
0.61,1788
0.66,1788
0.71,1697
0.76,1509
0.81,1364
0.86,931
0.91,354
0.96,188
