"effort","total_infected, edges_closed"
0,1260
0.01,1257
0.06,1382
0.11,1382
0.16,1466
0.21,1511
0.26,1501
0.31,1558
0.36,1596
0.41,1650
0.46,1697
0.51,1740
0.56,1760
0.61,1809
0.66,1794
0.71,1709
0.76,1565
0.81,1431
0.86,998
0.91,347
0.96,174
