"effort","total_infected, edges_closed"
0,1297
0.01,1245
0.06,1374
0.11,1370
0.16,1442
0.21,1494
0.26,1548
0.31,1564
0.36,1641
0.41,1688
0.46,1728
0.51,1810
0.56,1790
0.61,1840
0.66,1871
0.71,1779
0.76,1702
0.81,1577
0.86,1197
0.91,452
0.96,218
