"effort","total_infected, edges_closed"
0,1268
0.01,1280
0.06,1434
0.11,1388
0.16,1446
0.21,1495
0.26,1548
0.31,1614
0.36,1622
0.41,1667
0.46,1721
0.51,1773
0.56,1797
0.61,1827
0.66,1831
0.71,1803
0.76,1675
0.81,1518
0.86,1166
0.91,549
0.96,305
