"effort","total_infected, edges_closed"
0,1278
0.01,1236
0.06,1428
0.11,1385
0.16,1430
0.21,1504
0.26,1551
0.31,1589
0.36,1625
0.41,1682
0.46,1731
0.51,1758
0.56,1784
0.61,1819
0.66,1824
0.71,1771
0.76,1626
0.81,1490
0.86,1111
0.91,482
0.96,248
