"effort","total_infected, edges_closed"
0,1236
0.01,1256
0.06,1400
0.11,1375
0.16,1433
0.21,1477
0.26,1559
0.31,1603
0.36,1635
0.41,1683
0.46,1744
0.51,1765
0.56,1761
0.61,1831
0.66,1839
0.71,1779
0.76,1667
0.81,1493
0.86,1108
0.91,505
0.96,276
