"effort","total_infected, edges_closed"
0,1261
0.01,1218
0.06,1346
0.11,1402
0.16,1453
0.21,1493
0.26,1538
0.31,1579
0.36,1643
0.41,1696
0.46,1726
0.51,1792
0.56,1809
0.61,1835
0.66,1872
0.71,1851
0.76,1730
0.81,1660
0.86,1328
0.91,594
0.96,342
