"effort","total_infected, edges_closed"
0,1284
0.01,1216
0.06,1383
0.11,1380
0.16,1457
0.21,1477
0.26,1550
0.31,1572
0.36,1645
0.41,1682
0.46,1735
0.51,1756
0.56,1784
0.61,1847
0.66,1820
0.71,1751
0.76,1664
0.81,1532
0.86,1163
0.91,394
0.96,206
