"effort","total_infected, edges_closed"
0,1312
0.01,1262
0.06,1390
0.11,1378
0.16,1447
0.21,1502
0.26,1535
0.31,1563
0.36,1650
0.41,1693
0.46,1671
0.51,1746
0.56,1752
0.61,1815
0.66,1783
0.71,1637
0.76,1285
0.81,1226
0.86,887
0.91,419
0.96,218
