"effort","total_infected, edges_closed"
0,1244
0.01,1228
0.06,1367
0.11,1356
0.16,1424
0.21,1475
0.26,1542
0.31,1587
0.36,1638
0.41,1708
0.46,1741
0.51,1794
0.56,1820
0.61,1850
0.66,1864
0.71,1794
0.76,1698
0.81,1576
0.86,1242
0.91,531
0.96,274
