"effort","total_infected, edges_closed"
0,1277
0.01,1259
0.06,1331
0.11,1400
0.16,1412
0.21,1505
0.26,1564
0.31,1591
0.36,1606
0.41,1663
0.46,1724
0.51,1745
0.56,1764
0.61,1815
0.66,1811
0.71,1715
0.76,1659
0.81,1467
0.86,1070
0.91,405
0.96,219
