"effort","total_infected, edges_closed"
0,1283
0.01,1259
0.06,1419
0.11,1345
0.16,1425
0.21,1488
0.26,1544
0.31,1592
0.36,1634
0.41,1662
0.46,1732
0.51,1747
0.56,1782
0.61,1803
0.66,1816
0.71,1727
0.76,1623
0.81,1450
0.86,1074
0.91,414
0.96,248
