"effort","total_infected, edges_closed"
0,1255
0.01,1245
0.06,1377
0.11,1420
0.16,1407
0.21,1491
0.26,1590
0.31,1593
0.36,1649
0.41,1678
0.46,1735
0.51,1789
0.56,1805
0.61,1871
0.66,1840
0.71,1816
0.76,1696
0.81,1588
0.86,1244
0.91,534
0.96,292
