"effort","total_infected, edges_closed"
0,1264
0.01,1227
0.06,1325
0.11,1349
0.16,1422
0.21,1491
0.26,1550
0.31,1583
0.36,1614
0.41,1680
0.46,1713
0.51,1761
0.56,1798
0.61,1808
0.66,1836
0.71,1761
0.76,1597
0.81,1458
0.86,1066
0.91,484
0.96,219
