"effort","total_infected, edges_closed"
0,1257
0.01,1272
0.06,1449
0.11,1404
0.16,1440
0.21,1493
0.26,1555
0.31,1577
0.36,1665
0.41,1659
0.46,1708
0.51,1763
0.56,1760
0.61,1833
0.66,1804
0.71,1608
0.76,1571
0.81,1378
0.86,987
0.91,437
0.96,244
