"effort","total_infected, edges_closed"
0,1205
0.01,1228
0.06,1370
0.11,1380
0.16,1469
0.21,1482
0.26,1537
0.31,1609
0.36,1630
0.41,1686
0.46,1741
0.51,1784
0.56,1807
0.61,1844
0.66,1859
0.71,1790
0.76,1695
0.81,1554
0.86,1167
0.91,553
0.96,276
