"effort","total_infected, edges_closed"
0,1265
0.01,1230
0.06,1391
0.11,1406
0.16,1419
0.21,1506
0.26,1554
0.31,1569
0.36,1622
0.41,1704
0.46,1740
0.51,1774
0.56,1819
0.61,1861
0.66,1862
0.71,1822
0.76,1739
0.81,1560
0.86,1263
0.91,532
0.96,311
