"effort","total_infected, edges_closed"
0,1263
0.01,1250
0.06,1392
0.11,1378
0.16,1418
0.21,1475
0.26,1529
0.31,1572
0.36,1627
0.41,1703
0.46,1756
0.51,1766
0.56,1803
0.61,1830
0.66,1849
0.71,1748
0.76,1648
0.81,1486
0.86,1127
0.91,439
0.96,245
