"effort","total_infected, edges_closed"
0,1225
0.01,1231
0.06,1382
0.11,1382
0.16,1461
0.21,1497
0.26,1545
0.31,1582
0.36,1648
0.41,1697
0.46,1707
0.51,1762
0.56,1789
0.61,1819
0.66,1831
0.71,1758
0.76,1685
0.81,1539
0.86,1103
0.91,531
0.96,277
