"effort","total_infected, edges_closed"
0,1217
0.01,1216
0.06,1385
0.11,1368
0.16,1414
0.21,1499
0.26,1545
0.31,1580
0.36,1609
0.41,1683
0.46,1713
0.51,1778
0.56,1802
0.61,1849
0.66,1871
0.71,1835
0.76,1759
0.81,1607
0.86,1208
0.91,500
0.96,257
