"effort","total_infected, edges_closed"
0,1277
0.01,1256
0.06,1400
0.11,1404
0.16,1429
0.21,1476
0.26,1551
0.31,1556
0.36,1617
0.41,1676
0.46,1725
0.51,1767
0.56,1787
0.61,1796
0.66,1820
0.71,1718
0.76,1695
0.81,1501
0.86,1078
0.91,481
0.96,246
