"effort","total_infected, edges_closed"
0,1220
0.01,1239
0.06,1326
0.11,1393
0.16,1452
0.21,1510
0.26,1534
0.31,1584
0.36,1659
0.41,1686
0.46,1705
0.51,1762
0.56,1771
0.61,1828
0.66,1818
0.71,1710
0.76,1550
0.81,1356
0.86,1006
0.91,444
0.96,231
