"effort","total_infected, edges_closed"
0,1295
0.01,1252
0.06,1355
0.11,1401
0.16,1483
0.21,1487
0.26,1519
0.31,1589
0.36,1619
0.41,1679
0.46,1753
0.51,1778
0.56,1788
0.61,1841
0.66,1896
0.71,1843
0.76,1767
0.81,1647
0.86,1289
0.91,615
0.96,380
