"effort","total_infected, edges_closed"
0,1228
0.01,1276
0.06,1386
0.11,1378
0.16,1408
0.21,1461
0.26,1500
0.31,1520
0.36,1516
0.41,1558
0.46,1598
0.51,1607
0.56,1626
0.61,1625
0.66,1387
0.71,1304
0.76,893
0.81,609
0.86,238
0.91,25
0.96,11
