"effort","total_infected, edges_closed"
0,1242
0.01,1239
0.06,1380
0.11,1297
0.16,1427
0.21,1422
0.26,1515
0.31,1515
0.36,1567
0.41,1584
0.46,1610
0.51,1636
0.56,1602
0.61,1620
0.66,1592
0.71,1387
0.76,964
0.81,725
0.86,316
0.91,34
0.96,12
