"effort","total_infected, edges_closed"
0,1240
0.01,1241
0.06,1349
0.11,1406
0.16,1409
0.21,1464
0.26,1506
0.31,1493
0.36,1564
0.41,1603
0.46,1579
0.51,1621
0.56,1574
0.61,1601
0.66,1475
0.71,1271
0.76,676
0.81,119
0.86,63
0.91,19
0.96,17
