"effort","total_infected, edges_closed"
0,1262
0.01,1228
0.06,1369
0.11,1354
0.16,1398
0.21,1433
0.26,1506
0.31,1490
0.36,1537
0.41,1572
0.46,1616
0.51,1598
0.56,1610
0.61,1596
0.66,1460
0.71,1333
0.76,601
0.81,409
0.86,186
0.91,21
0.96,11
