"effort","total_infected, edges_closed"
0,1213
0.01,1253
0.06,1398
0.11,1368
0.16,1420
0.21,1489
0.26,1531
0.31,1510
0.36,1522
0.41,1592
0.46,1626
0.51,1621
0.56,1607
0.61,1622
0.66,1398
0.71,985
0.76,675
0.81,477
0.86,141
0.91,21
0.96,15
