"effort","total_infected, edges_closed"
0,1227
0.01,1242
0.06,1434
0.11,1386
0.16,1448
0.21,1495
0.26,1474
0.31,1496
0.36,1547
0.41,1559
0.46,1595
0.51,1604
0.56,1593
0.61,1580
0.66,1468
0.71,1189
0.76,703
0.81,443
0.86,96
0.91,17
0.96,11
