"effort","total_infected, edges_closed"
0,1260
0.01,1243
0.06,1367
0.11,1362
0.16,1418
0.21,1418
0.26,1493
0.31,1548
0.36,1540
0.41,1599
0.46,1658
0.51,1619
0.56,1615
0.61,1629
0.66,1518
0.71,1270
0.76,762
0.81,503
0.86,243
0.91,22
0.96,11
