"effort","total_infected, edges_closed"
0,1282
0.01,1252
0.06,1369
0.11,1370
0.16,1421
0.21,1441
0.26,1494
0.31,1522
0.36,1548
0.41,1570
0.46,1601
0.51,1639
0.56,1635
0.61,1634
0.66,1482
0.71,1362
0.76,714
0.81,510
0.86,232
0.91,34
0.96,12
