"effort","total_infected, edges_closed"
0,1267
0.01,1243
0.06,1367
0.11,1377
0.16,1407
0.21,1477
0.26,1503
0.31,1492
0.36,1543
0.41,1589
0.46,1611
0.51,1631
0.56,1597
0.61,1594
0.66,1465
0.71,814
0.76,309
0.81,198
0.86,87
0.91,23
0.96,12
