"effort","total_infected, edges_closed"
0,1285
0.01,1214
0.06,1378
0.11,1369
0.16,1405
0.21,1433
0.26,1461
0.31,1516
0.36,1545
0.41,1576
0.46,1624
0.51,1595
0.56,1615
0.61,1596
0.66,1527
0.71,1362
0.76,1169
0.81,732
0.86,269
0.91,16
0.96,10
