"effort","total_infected"
0,1286
0.01,1275
0.06,1165
0.11,1093
0.16,1034
0.21,916
0.26,899
0.31,863
0.36,817
0.41,796
0.46,739
0.51,703
0.56,719
0.61,672
0.66,662
0.71,673
0.76,654
0.81,651
0.86,627
0.91,640
0.96,591
