"effort","total_infected"
0,1265
0.01,1279
0.06,1145
0.11,1092
0.16,1029
0.21,948
0.26,894
0.31,855
0.36,770
0.41,752
0.46,727
0.51,668
0.56,655
0.61,632
0.66,609
0.71,584
0.76,581
0.81,568
0.86,552
0.91,564
0.96,502
