"effort","total_infected"
0,3286
0.01,3253
0.06,3037
0.11,2796
0.16,2511
0.21,2324
0.26,2120
0.31,1908
0.36,1701
0.41,1497
0.46,1344
0.51,1180
0.56,991
0.61,813
0.66,661
0.71,538
0.76,382
0.81,255
0.86,174
0.91,104
0.96,24
