"effort","total_infected"
0,3286
0.01,3250
0.06,3047
0.11,2820
0.16,2595
0.21,2405
0.26,2186
0.31,1972
0.36,1716
0.41,1562
0.46,1387
0.51,1213
0.56,1031
0.61,851
0.66,700
0.71,552
0.76,426
0.81,280
0.86,171
0.91,93
0.96,34
