"effort","total_infected"
0,3286
0.01,3254
0.06,3032
0.11,2777
0.16,2571
0.21,2352
0.26,2164
0.31,1985
0.36,1802
0.41,1587
0.46,1401
0.51,1171
0.56,1000
0.61,830
0.66,687
0.71,541
0.76,417
0.81,285
0.86,156
0.91,66
0.96,1
