"effort","total_infected"
0,3286
0.01,3244
0.06,2995
0.11,2758
0.16,2577
0.21,2391
0.26,2186
0.31,1985
0.36,1792
0.41,1578
0.46,1389
0.51,1187
0.56,1012
0.61,847
0.66,706
0.71,551
0.76,406
0.81,288
0.86,182
0.91,95
0.96,26
