"effort","total_infected"
0,3286
0.01,3250
0.06,3037
0.11,2783
0.16,2569
0.21,2371
0.26,2167
0.31,1970
0.36,1809
0.41,1596
0.46,1393
0.51,1199
0.56,1057
0.61,905
0.66,741
0.71,591
0.76,463
0.81,317
0.86,165
0.91,102
0.96,5
