"effort","total_infected"
0,3286
0.01,3157
0.06,2460
0.11,117
0.16,50
0.21,36
0.26,25
0.31,18
0.36,16
0.41,15
0.46,13
0.51,13
0.56,10
0.61,9
0.66,9
0.71,7
0.76,7
0.81,7
0.86,7
0.91,4
0.96,2
