"effort","total_infected"
0,1241
0.01,1268
0.06,1219
0.11,1131
0.16,1112
0.21,1081
0.26,1027
0.31,989
0.36,928
0.41,902
0.46,871
0.51,899
0.56,843
0.61,840
0.66,821
0.71,806
0.76,780
0.81,793
0.86,787
0.91,848
0.96,919
