"effort","total_infected"
0,1276
0.01,1242
0.06,1221
0.11,1124
0.16,1065
0.21,1050
0.26,1007
0.31,982
0.36,929
0.41,903
0.46,870
0.51,853
0.56,853
0.61,824
0.66,833
0.71,852
0.76,788
0.81,840
0.86,831
0.91,867
0.96,997
