"IATA_From","IATA_To","Edge_Betweenness"
"GKA","POM",0.00030311704746208964
"MAG","LAE",3.551187903233527e-07
"MAG","MAS",2.161592636750842e-07
"MAG","WWK",2.933590007019e-07
"MAG","POM",0.00030253032946068586
"HGU","LAE",6.021579488091632e-07
"HGU","POM",0.00030226785035479466
"HGU","WWK",3.859986851340789e-07
"HGU","MXH",3.242388955126263e-07
"HGU","TIZ",3.705587377287158e-07
"HGU","TBG",4.168785799448053e-07
"LAE","HKN",3.087989481072632e-07
"LAE","MAG",2.7791905329653686e-07
"LAE","HGU",5.249582117823473e-07
"LAE","POM",0.00030007072385873943
"LAE","MAS",2.6247910589117373e-07
"LAE","RAB",2.4596056019463425e-06
"LAE","PNP",6.484777910252526e-07
"POM","GKA",0.0003019127315644712
"POM","MAG",0.00029898263060141147
"POM","HGU",0.00030087825508831183
"POM","LAE",0.0002987047115481149
"POM","HKG",0.00195648378754018
"POM","WWK",0.0003012951336682567
"POM","MNL",0.0004733784461140113
"POM","SIN",0.0017032575964517826
"POM","CEB",7.61956469443073e-05
"POM","LNV",0.0002994767089183831
"POM","TBG",0.00030154217282674247
"POM","SYD",0.0008181129700993389
"POM","NRT",0.003048775726075679
"POM","HIR",0.0007886004464741967
"POM","BUA",0.0002994767089183831
"POM","DAU",0.0006033622647067815
"POM","GUR",0.0009051823565868205
"POM","PNP",0.0006029917059690528
"POM","HKN",0.00029922966975989726
"POM","UNG",0.00030158849266895857
"POM","KVG",0.0002994767089183831
"POM","MDU",0.0003019127315644712
"POM","MAS",0.000299090710233249
"POM","MXH",0.0003014958529845264
"POM","BNE",0.0002735092390067188
"POM","TIZ",0.00030154217282674247
"POM","CNS",9.015849541183384e-05
"POM","RAB",0.00013880358563283227
"POM","VAI",0.00030172745219560687
"POM","WBM",0.0003019127315644712
"WWK","MAG",3.705587377287158e-07
"WWK","HGU",5.558381065930737e-07
"WWK","VAI",1.852793688643579e-07
"WWK","POM",0.0006051841785006146
"UAK","JFR",0.0002025849379886292
"UAK","CPH",0.001861134536656615
"UAK","JJU",0.0009049044375335241
"UAK","JNS",0.00030168113235339077
"UAK","GOH",4.501899343526811e-05
"UAK","RKV",0.00014424648482595431
"GOH","JFR",9.932779357584216e-05
"GOH","KEF",0.0018966510421528735
"GOH","RKV",0.00015309892853629796
"GOH","JSU",9.929691368103142e-05
"GOH","YFB",0.00020590243285094342
"GOH","JHS",9.929691368103142e-05
"GOH","KUS",0.0005497668212256303
"GOH","SFJ",2.3421886274108537e-05
"GOH","JAV",0.0005849757510980803
"GOH","UAK",4.3264026712150386e-05
"SFJ","CPH",0.002197886096277017
"SFJ","RKV",0.00014243229100582413
"SFJ","JSU",0.00020261581788343989
"SFJ","JHS",0.00020261581788343989
"SFJ","GOH",2.3204223803414606e-05
"SFJ","JAV",0.0011985780195098395
"SFJ","JEG",0.0002968054791877122
"SFJ","CNP",1.778944458700268e-05
"THU","NAQ",0.00030311704746208964
"AEY","RKV",0.0003031170474620895
"EGS","RKV",0.0003031170474620895
"IFJ","RKV",0.0003031170474620895
"KEF","IAD",0.00011648704423400631
"KEF","LED",0.00022872283529905014
"KEF","GOH",0.0018619144123702548
"KEF","ZRH",7.008259516613798e-05
"KEF","MSP",0.00020787347246839272
"KEF","GLA",7.818206059547537e-05
"KEF","EDI",6.955723459963956e-05
"KEF","OSL",0.00018144049302656377
"KEF","HEL",0.000136790097137744
"KEF","DEN",0.0003773964366965868
"KEF","BRU",5.935885218789347e-05
"KEF","GOT",1.3927774302065394e-05
"KEF","MAN",5.206306938890011e-05
"KEF","LYS",6.386670025810332e-05
"KEF","ALC",8.814157546499005e-05
"KEF","ANC",0.0015110678065224181
"KEF","CNP",0.0005947246006122959
"KEF","YYZ",0.00017925099409531845
"KEF","BCN",9.099384642753908e-05
"KEF","AMS",0.00015471712811397875
"KEF","ARN",0.00013074875370728466
"KEF","YHZ",9.604195299392094e-05
"KEF","VIE",6.42206097055865e-05
"KEF","MAD",0.00013044788578760104
"KEF","SXF",2.7545162377956768e-05
"KEF","FRA",0.00016118037027311482
"KEF","JFK",0.00013999687244909434
"KEF","HAM",1.7331817898106566e-05
"KEF","CGN",3.462057140472072e-05
"KEF","DUS",4.430304390460398e-05
"KEF","MUC",8.761321563075892e-05
"KEF","STR",1.8884737542037366e-05
"KEF","TXL",3.712138581594726e-05
"KEF","BLL",2.5943854249325813e-05
"KEF","CPH",6.727230794827424e-05
"KEF","CDG",0.00021211565058126066
"KEF","ORY",0.00016661452854432513
"KEF","WAW",3.2578063524359186e-05
"KEF","LTN",8.690705357493695e-05
"KEF","MXP",5.7820312315216575e-05
"KEF","LGW",8.064609209193252e-05
"KEF","VNO",2.5183120484117945e-05
"KEF","BOS",8.860788569136212e-05
"KEF","SEA",0.00027704620497215956
"KEF","LHR",0.0001344367700956743
"KEF","BGO",7.697722891019429e-05
"RKV","KUS",5.3873362534449324e-05
"RKV","AEY",0.0003019127315644712
"RKV","FAE",0.0009316587937788731
"RKV","UAK",0.00017830782824765275
"RKV","GOH",0.0001710540000015903
"RKV","JAV",2.896916498805771e-05
"RKV","EGS",0.0003019127315644712
"RKV","IFJ",0.0003019127315644712
"YAM","YTZ",7.630394059936257e-06
"YAM","YYZ",0.00028875493214969663
"YAM","YSB",7.411174754574316e-07
"YAM","YQT",6.456536847421228e-06
"YAY","YMH",0.0012065392500446987
"YAY","YYR",2.383760636460149e-05
"YAY","YBX",7.062065876397482e-05
"YAY","YYT",0.001554860491803447
"YBC","YYY",3.556334552368648e-07
"YBC","YWK",1.7493460410276463e-06
"YBC","YUL",0.00027511018876915706
"YBC","YQB",3.3866539771724405e-05
"YBG","YWK",1.593402572233478e-06
"YBG","YUL",0.0003140942789493255
"YBG","YZV",9.449247812082252e-07
"YBG","YHU",1.7142673691633868e-05
"YBK","YUT",2.2387923737776584e-07
"YBK","YRT",0.00030277736861917154
"YBK","YCS",1.7755939516167634e-07
"YBL","YVR",0.00030130765010764123
"YBL","YQQ",1.8093973544482894e-06
"YCB","YRB",1.4287865657926088e-05
"YCB","YZF",0.0007931640567222602
"YCB","YCO",5.406881051854384e-06
"YCB","YHK",1.8370751256459383e-06
"YCB","YYH",1.8370751256459383e-06
"YCD","YYC",0.00010118720527358474
"YCD","YVR",0.00020192984218850489
"YCG","YYC",0.00010118720527358474
"YCG","YVR",0.00020192984218850489
"YCL","YHZ",0.00029287991052042415
"YCL","YWK",1.0745717599364285e-05
"YCO","YCB",1.8450737149408972e-06
"YCO","YHI",0.0004534035038777725
"YCO","YZF",0.0007550134281222586
"YCY","YIO",0.0001509563657822356
"YCY","YFB",0.0004543976521398376
"YZS","YRT",0.00029967275557490317
"YZS","YUT",3.4739881662067106e-07
"YZS","YTE",7.4761701660291965e-06
"YZS","YCS",2.7019907959385524e-07
"YDF","YHZ",5.0977157391273276e-05
"YDF","YYR",9.827390224413596e-05
"YDF","YYT",1.3711215777768481e-05
"YDF","YYZ",0.0006313777618131691
"YDQ","YYE",8.958702073046358e-06
"YDQ","YVR",0.0003098957245099703
"YEG","YYZ",0.0002480671430172378
"YEG","YZF",0.0016412655411019422
"YEG","LGW",0.00038972512986039815
"YEG","PHX",5.8394006568007006e-05
"YEG","YHY",0.0002969633745221332
"YEG","YHZ",3.407356577224227e-05
"YEG","SFO",0.00016968516342515813
"YEG","YYJ",9.489077807964172e-06
"YEG","YUL",0.00014196693830806906
"YEG","YLW",1.2480523989091468e-05
"YEG","YMM",2.2924709088203657e-05
"YEG","YVR",0.00014499089304526378
"YEG","IAH",0.00023991735413591057
"YEG","YWG",9.858010316205748e-05
"YEG","YOP",0.000301820091880039
"YEG","YOJ",0.000301820091880039
"YEG","YOW",3.157847168909524e-05
"YEG","LAS",6.176897823681742e-05
"YEG","EWR",0.00022920119670789455
"YEG","DEN",0.00013971286557677948
"YEG","YXJ",3.8766072528500215e-05
"YEG","LAX",0.000465245052457385
"YEG","YHM",8.279142016341453e-05
"YEG","PVR",9.455355946802486e-06
"YEG","MSP",0.00010037108976699015
"YEG","YXX",8.449678574693406e-05
"YEG","YXY",2.142185993120684e-05
"YEG","YSM",0.0003051263930413127
"YEG","YYC",1.1330523650845404e-05
"YEG","YYE",0.0002762356837621816
"YEG","ORD",0.00021400953238056414
"YEG","YQQ",3.950649336823547e-05
"YEG","YQR",6.133718588694164e-06
"YEG","SEA",0.00019601828617918542
"YEG","YQU",9.31300493711897e-05
"YEG","LHR",0.000584765365686224
"YEG","CUN",9.831015755015211e-05
"YEG","YXE",7.717755533722309e-06
"YEK","YYQ",0.0001432217020042027
"YEK","YRT",0.00015984902561567074
"YEK","YXN",1.3895952664826843e-07
"YEV","YUB",0.0003019127315644712
"YEV","YSY",0.00015051459893560172
"YEV","YPC",0.0003019127315644712
"YEV","YHI",1.3664353453746397e-06
"YEV","YVQ",0.0010585550741379955
"YEV","YGH",5.095182643769842e-07
"YFB","YRB",0.0006017716279097595
"YFB","YAB",0.0003006968357062988
"YFB","YRT",0.0001107486703802329
"YFB","YLC",0.0003019127315644712
"YFB","YCY",0.00045259117829341027
"YFB","YXP",0.000603640183760078
"YFB","YTE",0.0003048420060390213
"YFB","GOH",0.00019291579551534616
"YFB","YUX",0.00030172745219560687
"YFB","YGT",0.00045249853860897807
"YFB","YOW",0.002938006487124447
"YFB","YVP",0.00013611763736102246
"YFC","YHZ",1.4828962624298616e-05
"YFC","YUL",7.946034292192888e-05
"YFC","YOW",1.601916779098469e-05
"YFC","YYZ",0.00019280857412487737
"YFO","YWG",0.0006058635361864504
"YFO","YYL",0.0003019127315644712
"YFO","YQD",1.852793688643579e-07
"YFS","YZF",0.00030311704746208964
"YGK","YYZ",0.00030311704746208953
"YGL","YGW",2.4667606521715693e-06
"YGL","YUL",0.0008441151023635861
"YGL","YPX",0.0005438195855828271
"YGP","YGR",1.124816280298059e-05
"YGP","YQB",0.000291868884659109
"YGQ","YQT",0.00045403172538633084
"YGQ","YOG",0.0001508637260978034
"YGR","YYY",6.570800474368122e-07
"YGR","YUL",0.00029658217017596554
"YGR","YQB",3.419269027977294e-05
"YGR","YVB",8.897796549959152e-06
"YGR","YGP",1.1102974976766437e-05
"YHD","YQT",0.0002943729165280439
"YHD","YQK",6.3615026902038955e-06
"YHD","YXL",2.6711109011278268e-06
"YHD","YRL",5.45363378276854e-06
"YHI","YSY",0.0001513981326288695
"YHI","YCO",0.00045476049090386385
"YHI","YEV",1.3895952664826842e-06
"YHK","YCB",4.940783169716211e-07
"YHK","YZF",0.00030253032946068586
"YHK","YYH",9.263968443217895e-08
"YHM","YWG",2.52708717734981e-05
"YHM","YEG",7.032375400526943e-05
"YHM","YYC",0.0001693484290981904
"YHM","YQM",1.0667536204698001e-05
"YHM","YHZ",7.070429976117582e-05
"YHM","YYU",9.194080113728084e-05
"YHU","YYY",6.421915267244978e-07
"YHU","YWK",1.76683771822776e-05
"YHU","YRJ",0.00029298635211129906
"YHU","YUY",1.5292998040144122e-05
"YHU","YVO",1.7436504177676175e-05
"YHU","YZV",1.7478145866285197e-05
"YHU","YBG",1.4440411690258933e-05
"YHU","YQB",0.0005203244342176799
"YHY","YSM",1.852793688643579e-07
"YHY","YEG",0.0002969626309492063
"YHY","YZF",5.969137144018849e-06
"YHZ","DCA",3.6282415410248236e-05
"YHZ","YYZ",0.00014696202552870713
"YHZ","IAD",0.0001241787104220458
"YHZ","ORD",0.0002131878005828841
"YHZ","YHM",8.001299776764417e-05
"YHZ","YSJ",1.7119220394266324e-05
"YHZ","KEF",9.713104244314208e-05
"YHZ","YFC",1.4183950468715839e-05
"YHZ","YUL",5.9767535963407464e-05
"YHZ","FRA",0.0004902583227945735
"YHZ","YCL",0.0002915442957212915
"YHZ","FSP",4.7279289938253317e-05
"YHZ","ATL",0.00023289208094797882
"YHZ","YOW",1.6722122603973754e-05
"YHZ","EWR",0.00016237783010185442
"YHZ","YEG",3.9945935546458246e-05
"YHZ","PHL",4.9850009560516284e-05
"YHZ","LGW",0.0002221064849733515
"YHZ","YQX",2.5127271278137878e-05
"YHZ","YDF",2.5104111357029835e-05
"YHZ","YYT",2.2083031709851537e-05
"YHZ","LGA",2.4052724383228243e-05
"YHZ","YYC",4.7043480530264976e-05
"YHZ","YQM",7.90063491653431e-06
"YHZ","YYG",8.876422663505138e-06
"YHZ","BOS",5.892422418104698e-05
"YHZ","LHR",0.0003089336119468438
"YHZ","YYR",0.001509900817443272
"YHZ","DTW",8.380666043609874e-05
"YHZ","YQY",2.7770539190006842e-05
"YIO","YCY",0.0001515585237310447
"YIO","YGT",0.0001516511634154769
"YJT","YDF",0.00030311704746208964
"YKA","YXS",3.582067798044253e-07
"YKA","YYC",0.00010106103884621516
"YKA","YVR",0.00020169780183607
"YKF","YYC",5.8174901759136345e-05
"YKF","YOW",2.3929664973819973e-05
"YKF","ORD",0.00022101248072913326
"YKL","YWK",1.5243819175284117e-05
"YKL","YVP",2.664936685041888e-05
"YKL","YZV",1.6043022828076976e-05
"YKL","YQB",0.00027186745524299284
"YLL","YYC",0.0003031170474620896
"YLW","YYZ",0.0001700647897086317
"YLW","YQF",0.0001856124591714544
"YLW","YXS",9.567324693782056e-06
"YLW","YKA",9.304477970095509e-06
"YLW","YXX",2.2274673690833097e-05
"YLW","YXY",6.536821680548629e-06
"YLW","YEG",1.23641572829005e-05
"YLW","YYC",2.67932811325068e-05
"YLW","YYJ",1.084886119231906e-06
"YLW","SEA",7.181578580140192e-05
"YLW","LAX",0.00017084553464722
"YLW","YVR",6.853571892421269e-05
"YMM","YQF",0.00011636820816160099
"YMM","YEG",2.286047205295476e-05
"YMM","YYC",5.612945089860534e-05
"YMM","YYZ",0.00034687278182094785
"YMM","DEN",0.0001124443436971638
"YMM","YVR",0.00017282931286921369
"YMM","YPY",0.0002908602371737164
"YMO","YFA",0.0012065392500446987
"YMO","YKQ",2.691854774814335e-05
"YMO","YTS",0.0015049588231882986
"YNA","ZKG",0.0003019127315644712
"YNA","YZV",0.0006048136197628857
"YNA","YHR",1.2351957924290527e-06
"YOJ","YEG",0.00030302440777765733
"YOJ","YOP",9.263968443217895e-08
"YOW","DCA",6.308051353839776e-05
"YOW","YYZ",0.0003347495390315288
"YOW","IAD",0.00025694818536792853
"YOW","YYB",3.07371574859207e-05
"YOW","YYG",1.195313264869239e-05
"YOW","YHZ",1.9835446829583563e-05
"YOW","YKF",2.4924118739491483e-05
"YOW","YTZ",2.2798962330460024e-05
"YOW","BOS",0.00011906722897995426
"YOW","YUL",0.00012973275293401074
"YOW","FRA",0.0010027932636990408
"YOW","YQR",1.0773779510311824e-05
"YOW","YVR",0.00037975840509807846
"YOW","DTW",0.000149882138834373
"YOW","YSB",3.89454742934839e-05
"YOW","YWG",0.00010867588056168964
"YOW","CLT",0.00017360333290403063
"YOW","EWR",0.00032616253924728426
"YOW","YXE",1.3044950197063107e-05
"YOW","LGA",4.454623692872787e-05
"YOW","PHL",9.985903495175649e-05
"YOW","LGW",0.00042381411537630135
"YOW","YXU",1.218645319839728e-05
"YOW","YQB",5.024597169311319e-05
"YOW","YEG",3.264613480770528e-05
"YOW","YYC",4.837480657523464e-05
"YOW","YQM",1.1145660348916213e-05
"YOW","ORD",0.00034455541097283684
"YOW","YFB",0.003401585555245807
"YOW","YFC",1.698298638224913e-05
"YOW","YTM",0.0002558386051206226
"YOW","LHR",0.0006751148782144395
"YOW","YYT",5.532309850761875e-05
"YPL","SUR",5.944379751064816e-07
"YPL","YXL",0.00030459928241300446
"YPN","YGV",0.00030311704746208953
"YPR","YVR",0.00030311704746208953
"YPY","YSM",1.1330038384287119e-05
"YPY","YMM",0.00029194140855185596
"YQB","YYY",3.346753325116384e-05
"YQB","YYZ",0.0002751494772041889
"YQB","YGR",3.4114246476771324e-05
"YQB","MRS",0.00011408671515165658
"YQB","YZV",0.0002842684571509126
"YQB","YKL",0.00027098842583288924
"YQB","YUL",6.416705999372014e-05
"YQB","YUY",3.5213529342896816e-05
"YQB","YBC",0.00028001403889337635
"YQB","PUJ",7.639264552802684e-05
"YQB","YWK",9.465165373247858e-05
"YQB","YOW",3.4333814511159343e-05
"YQB","EWR",0.000296083681478493
"YQB","CDG",0.0006560245565914827
"YQB","PHL",7.921796109806367e-05
"YQB","YTZ",2.0439502911665212e-05
"YQB","YHU",0.0005397657077919086
"YQB","ORD",0.00032645173614051135
"YQB","YVB",0.0002732168833271303
"YQB","YGP",0.00029080975658770443
"YQB","DTW",0.00012942272725433577
"YQB","JFK",0.0003476300146850102
"YQF","YMM",0.00011685607867417015
"YQF","YLW",0.00018632890455650287
"YQG","YTZ",7.512229082100395e-06
"YQG","YYZ",0.0002324667270862946
"YQG","YYC",6.42808363978947e-05
"YQK","YWG",0.00031050494011518055
"YQK","YHD",0.00012517314352614864
"YQK","YAG",6.122284432094787e-06
"YQL","YYC",0.0003031170474620896
"YQM","YYZ",0.00012013662381025634
"YQM","YUL",5.1734835935022344e-05
"YQM","YOW",9.903364811904015e-06
"YQM","YHM",1.2049269879341303e-05
"YQM","EWR",0.00012168304350295034
"YQM","YHZ",8.218310066782484e-06
"YQQ","YEG",3.914550980459939e-05
"YQQ","YYC",8.449027229025778e-05
"YQQ","YVR",0.00018110538335281627
"YQQ","YBL",1.6818357193464539e-06
"YQR","YWG",3.6112909945501917e-06
"YQR","YEG",6.373762346014994e-06
"YQR","YYC",1.5168970094970333e-05
"YQR","YOW",1.1215503721181527e-05
"YQR","YXE",3.560772651880334e-07
"YQR","ORD",7.093868503259569e-05
"YQR","DEN",2.7929686284547898e-05
"YQR","YYZ",9.866404917947831e-05
"YQR","YVR",5.346549379327406e-05
"YQR","MSP",2.224911148639233e-05
"YQT","YWG",0.00013700255911205874
"YQT","YYZ",0.0035340504114926173
"YQT","YSB",9.973750808506198e-06
"YQT","YLH",0.0003014032133000942
"YQT","YAG",0.0002965300206130941
"YQT","YGQ",0.00045245221876676203
"YQT","YXL",0.004066630918250011
"YQT","YTS",4.604157807526026e-05
"YQT","YTZ",7.293048659909714e-05
"YQT","YFH",0.0005513956159243357
"YQT","YAM",6.319630534984795e-06
"YQT","ORD",0.00310693129381589
"YQT","YWP",0.0003997212925877742
"YQU","YEG",9.169634389699953e-05
"YQU","YYC",0.00021142070356509004
"YQX","YHZ",2.5488578695636638e-05
"YQX","YYR",9.645551758113854e-05
"YQX","YYT",6.90192773110033e-06
"YQX","YYZ",0.00036246960544081345
"YQY","YHZ",2.815702429221935e-05
"YQY","FSP",4.661369047330761e-06
"YQY","YYZ",0.00027634045873522724
"YQZ","YWL",9.263968443217895e-08
"YQZ","YVR",0.00030302440777765733
"YRB","YCB",0.0005045391320069474
"YRB","YAB",0.00011534726281049547
"YRB","YGZ",0.0003019127315644712
"YRJ","YTF",7.978094301710472e-06
"YRJ","YHU",0.0002955249518455132
"YRT","YWG",0.0017021717495038923
"YRT","YTH",6.809330248306468e-06
"YRT","YEK",0.00015818110280624366
"YRT","YUT",0.0003015730527215532
"YRT","YZF",0.00015886293955330382
"YRT","YFB",9.72909709880387e-05
"YRT","YZS",0.00029831953935149057
"YRT","YYQ",5.404091877215717e-06
"YRT","YBK",0.00030161937256376926
"YRT","YXN",0.00030177377203782297
"YRT","YCS",0.0003015730527215532
"YSB","YTZ",5.236673587161422e-06
"YSB","YYZ",0.0002646467491787564
"YSB","YOW",3.417716583255361e-05
"YSB","YAM",1.0856488732742495e-06
"YSB","YYB",1.63303177057391e-06
"YSB","YQT",1.537704887765373e-05
"YSB","YTS",5.988383601170105e-06
"YSJ","YHZ",1.7364983525761696e-05
"YSJ","YUL",8.52609127850738e-05
"YSJ","YYZ",0.0002004911511512541
"YSM","YHY",1.852793688643579e-07
"YSM","YEG",0.00030511015464445754
"YSM","YZF",8.811972990136741e-06
"YSM","YPY",1.1206893864809235e-05
"YSY","YHI",0.00015157396367845014
"YSY","YEV",0.0001515430837836394
"YTE","YZS",7.702270228850583e-06
"YTE","YFB",0.00030582022187381847
"YTH","YWG",0.0002971725574256861
"YTH","YGX",1.3280386340639334e-06
"YTH","YYQ",2.0843928997240266e-07
"YTH","YRT",6.975768237743075e-06
"YTS","YTZ",4.294849376324507e-05
"YTS","YYZ",0.0018351836822762231
"YTS","YMO",0.0015035857724814393
"YTS","YSB",7.435007156227674e-06
"YTS","YYU",0.00021533108405294112
"YTZ","IAD",0.00010355848481009387
"YTZ","MDW",2.6871464892300668e-05
"YTZ","YOW",1.759205940468202e-05
"YTZ","YSB",5.152305486226554e-06
"YTZ","EWR",0.00014213106405388737
"YTZ","YQB",2.0052708440540878e-05
"YTZ","YQG",7.608215195658064e-06
"YTZ","YUL",7.525569810979444e-05
"YTZ","YTM",4.607412644385096e-05
"YTZ","YAM",7.791898474059868e-06
"YTZ","BOS",4.719583736023889e-05
"YTZ","YQT",7.338996398044583e-05
"YTZ","YTS",4.177534968879544e-05
"YUB","YEV",0.0003031170474620896
"YUL","CZM",4.774074420500375e-05
"YUL","VCE",9.610277453096593e-05
"YUL","MSP",0.0003188914932811689
"YUL","FCO",0.0002962318684202416
"YUL","YBG",0.0003151071901338768
"YUL","MEX",0.00025028574108179933
"YUL","CLT",0.00015099494357269673
"YUL","LAS",0.00013710203865780607
"YUL","MCO",8.925383014756063e-05
"YUL","AZS",5.303890828632503e-05
"YUL","BRU",0.00018552275746394243
"YUL","YEG",0.0001737673709217873
"YUL","CMN",0.00017613714308149873
"YUL","LYS",0.00010238041283553196
"YUL","YFC",7.837273064847152e-05
"YUL","CUN",9.194787486557021e-05
"YUL","DTW",0.00013297381646725637
"YUL","FDF",5.804497632862158e-05
"YUL","YGR",0.0002862140151572508
"YUL","AMS",0.0005095311719647759
"YUL","YHZ",6.01748575136395e-05
"YUL","NCE",0.00016582348608199844
"YUL","YGL",0.0008407943419299485
"YUL","FRA",0.0006086044333227395
"YUL","DFW",0.00047876241055680023
"YUL","DUB",0.0001899751947553907
"YUL","MUC",0.00031386441750024744
"YUL","YMT",0.0009003254362544876
"YUL","PDL",6.9816656269326e-05
"YUL","ATL",0.0003618518244525862
"YUL","YOW",0.0001037239552790557
"YUL","ATH",0.00024467106219515914
"YUL","CDG",0.0005261355772982392
"YUL","PAP",4.2677368342797484e-05
"YUL","ORY",0.0002916697508761906
"YUL","CYO",0.00023256067109175845
"YUL","CMW",8.457280328613644e-05
"YUL","LGA",4.815307172662057e-05
"YUL","YQM",5.179479113689833e-05
"YUL","HOG",2.987348750243389e-05
"YUL","BOS",0.00010218776530201253
"YUL","AMM",0.0001276469450833282
"YUL","SNU",7.558154524210024e-05
"YUL","GVA",0.00010146862585213163
"YUL","IAD",0.00016639422908327353
"YUL","VRA",2.2640763503472183e-05
"YUL","YSJ",8.444559746060923e-05
"YUL","NTE",5.007729836440004e-05
"YUL","SFO",0.0003734761374240566
"YUL","ZRH",0.00023974903132859517
"YUL","YTZ",8.296143793378736e-05
"YUL","YUY",0.0002656238787809941
"YUL","YVO",0.0006155417832071817
"YUL","YVP",0.0030865364100978584
"YUL","YQB",6.64211054261251e-05
"YUL","LAX",0.0009677513689971862
"YUL","CLE",0.00011361771150590075
"YUL","YWG",0.0008132931404559055
"YUL","YWK",0.0008355689565640301
"YUL","ZBF",0.0003019127315644712
"YUL","IST",0.0008057727752841591
"YUL","EWR",0.00020964457887219046
"YUL","DEN",0.0005141863833671798
"YUL","PHL",7.158057410360803e-05
"YUL","YVR",0.00042112889683234097
"YUL","YYC",0.00015934605908590296
"YUL","YYG",4.6165861691584734e-05
"YUL","MRS",0.00014964465276283504
"YUL","MBJ",1.7815585317698624e-05
"YUL","YYT",0.00022705741625563846
"YUL","YYY",0.00028352662670883726
"YUL","YYZ",0.00020289430505525985
"YUL","BCN",0.00029485491346916114
"YUL","LGW",0.0002809443951784843
"YUL","FSP",0.00023824130337730766
"YUL","YZV",0.002301549701902023
"YUL","FLL",0.00013929130300956624
"YUL","AGP",0.00020491799505985427
"YUL","MAD",0.0002775378781686469
"YUL","YGW",0.0014932938172965288
"YUL","ALG",0.00040378130809919945
"YUL","JFK",0.00024084905484238642
"YUL","CCC",7.27147228609026e-05
"YUL","IAH",0.00030151771915924713
"YUL","PUJ",4.96281372349819e-05
"YUL","POP",1.8912589669342696e-05
"YUL","LIS",0.0003841757534390201
"YUL","DOH",0.0008809647686155915
"YUL","BOD",5.653648875103462e-05
"YUL","BDL",2.5101685512940144e-05
"YUL","DCA",6.693041540172526e-05
"YUL","ORD",0.0003296432775928407
"YUL","MIA",0.00040890414855563397
"YUL","TLS",5.580510226735739e-05
"YUL","LHR",0.0003895748611292735
"YUL","PTP",9.782396940800236e-05
"YUL","BSL",4.553493620346833e-05
"YUT","YZS",2.7019907959385524e-07
"YUT","YYQ",0.0001433452215834456
"YUT","YRT",0.00015955566661496885
"YUT","YBK",1.7755939516167631e-07
"YUX","YGT",1.852793688643579e-07
"YUX","YFB",0.0003029317680932251
"YUY","YGW",2.2514455848110983e-06
"YUY","YVO",1.3282352290792694e-06
"YUY","YUL",0.0002810820829340313
"YUY","YQB",3.5464500804620435e-05
"YVM","YXP",0.0003031170474620894
"YVO","YUL",0.0006163161489813879
"YVO","YKQ",0.00030404526436365816
"YVO","YUY",1.1434383907057517e-06
"YVO","YHU",2.1720683177986397e-05
"YVP","YPH",0.0003048796028680694
"YVP","YKL",2.605642722472037e-05
"YVP","YUL",0.0030867049150998978
"YVP","YPX",0.0005614062587872884
"YVP","XGR",0.0003019127315644712
"YVP","YKG",0.0011558607911933624
"YVP","YFB",0.0001490352069366717
"YVP","YTQ",0.00045235957908232983
"YVQ","YZF",0.0018134449826810114
"YVQ","ZFN",0.00015149676394142332
"YVQ","YEV",0.0010538904816759947
"YVQ","YGH",0.0003014032133000942
"YVR","OGG",0.00012851243973446618
"YVR","IAD",0.000138630471355927
"YVR","HKG",0.0004755503923512129
"YVR","PHX",7.1207983600608e-05
"YVR","YYZ",0.00023400604918097546
"YVR","PDX",4.467584067877992e-05
"YVR","YXS",0.00020446281882206314
"YVR","SFO",4.46203157720283e-05
"YVR","ZRH",0.00021122001796784404
"YVR","HNL",0.00012168844237972953
"YVR","YUL",0.00040667041647796483
"YVR","YPW",0.0003019127315644712
"YVR","YMM",0.00017197745702446005
"YVR","GLA",0.00033308121960927
"YVR","PVR",2.3514816130739503e-05
"YVR","SNA",2.5921676044809483e-05
"YVR","LAX",0.00014991330725994763
"YVR","MUC",0.00030728096348354875
"YVR","YBL",0.00030023089584512466
"YVR","YZZ",0.0003019127315644712
"YVR","MEX",0.00021552950748790785
"YVR","YDQ",0.00030876308765510934
"YVR","YWL",0.000301820091880039
"YVR","PEK",0.0005197119616192206
"YVR","LAS",6.677598522849817e-05
"YVR","EWR",0.00013549005696751409
"YVR","DEN",0.0002739239477371214
"YVR","YXJ",0.00018908079733180735
"YVR","ZMT",0.0003019127315644712
"YVR","CAN",0.000559459563202445
"YVR","YXY",7.24136077360341e-05
"YVR","YKA",0.00019683505079746202
"YVR","YXT",0.00030047321218221754
"YVR","SJD",2.4983066656441483e-05
"YVR","YEG",0.00015519301308998575
"YVR","YYC",0.00011818690220123482
"YVR","YYD",0.00030047321218221754
"YVR","LIH",4.51300221615185e-05
"YVR","YYF",0.0003019127315644712
"YVR","YYJ",4.941823223633555e-05
"YVR","KOA",5.1278500662092004e-05
"YVR","CUN",8.416053283675219e-05
"YVR","DTW",0.00010323769799383927
"YVR","ANC",0.0016643676653770238
"YVR","YWG",0.0011130889560504698
"YVR","TPE",0.0002313326868878212
"YVR","AMS",0.0003787612928454865
"YVR","LGW",0.00034695116748333007
"YVR","YZP",0.0003019127315644712
"YVR","SYD",0.0012656063216772181
"YVR","YZT",0.000603640183760078
"YVR","YCG",0.00020240324108739636
"YVR","PVG",0.00034363003011593474
"YVR","SLC",0.00011027782085091379
